"","X.1","X","DyadId","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","Year","IntensityLevel","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","South.East.Asia","Version","RelID","RelIDComm","RelIncomp","Jihadist","JihadistRebel","Demand","Med","MedComm","Region.1","East.Asia","Claim.Type","Few.to.many.demands","General.to.specific.aspirations","Unity.to.division","medrel","Nonrelincomp","mednonrel","jihadmed","nonjihadist","nonjihadistmed","relnonjihadmed","count","region","continent","StartYear","Duration","Period","post2001","rebstrength","obs","medlag","logdur","Terror_SideB","internationalized","noninternationalized","intermed","nonintermed"
"72",72,72,242,"1-112","Philippines","Government of Philippines","","MILF","1118","",1,"Mindanao",2015,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"",NA,3,0,0,1,NA,0,NA,0,0,NA,NA,1,"South-Eastern Asia","Asia",1990,25,5,1,"weaker",434,0,3.2188758248682,0,0,1,0,0
"73",73,73,242,"1-112","Philippines","Government of Philippines","","MILF","1118","",1,"Mindanao",2008,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,1,NA,"East Asia",1,3,0,0,1,1,0,0,1,0,0,0,1,"South-Eastern Asia","Asia",1990,18,4,1,"weaker",435,0,2.89037175789616,0,0,1,0,1
"74",74,74,247,"1-112","Philippines","Government of Philippines","","MNLF","1117","",1,"Mindanao",1993,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,1,NA,"East Asia",1,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"South-Eastern Asia","Asia",1972,21,1,0,"weaker",463,1,3.04452243772342,0,0,1,0,1
"75",75,75,247,"1-112","Philippines","Government of Philippines","","MNLF","1117","",1,"Mindanao",1990,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,0,NA,"East Asia",1,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"South-Eastern Asia","Asia",1972,18,1,0,"weaker",464,1,2.89037175789616,0,0,1,0,0
"76",76,76,247,"1-112","Philippines","Government of Philippines","","MNLF","1117","",1,"Mindanao",1989,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,0,NA,"East Asia",1,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"South-Eastern Asia","Asia",1972,17,1,0,"weaker",465,0,2.83321334405622,0,0,1,0,0
"77",77,77,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1993,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,0,1,0,NA,467,0,0,0,0,1,0,0
"78",78,78,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1994,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,1,1,0,NA,468,0,0,0,0,1,0,0
"79",79,79,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1995,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,2,2,0,NA,469,0,0.693147180559945,0,0,1,0,0
"80",80,80,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1996,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,3,2,0,NA,470,0,1.09861228866811,0,0,1,0,0
"81",81,81,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1997,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,4,2,0,NA,471,0,1.38629436111989,0,0,1,0,0
"82",82,82,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",1998,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,5,2,0,NA,472,0,1.6094379124341,0,0,1,0,0
"83",83,83,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2000,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,7,3,0,NA,473,0,1.94591014905531,0,0,1,0,0
"84",84,84,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2001,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,8,3,0,NA,474,0,2.07944154167984,1,0,1,0,0
"85",85,85,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2002,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,9,3,1,NA,475,0,2.19722457733622,1,0,1,0,0
"86",86,86,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2003,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,10,3,1,NA,476,0,2.30258509299405,1,0,1,0,0
"87",87,87,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2004,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,11,3,1,NA,477,0,2.39789527279837,1,0,1,0,0
"88",88,88,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2005,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,12,4,1,NA,478,0,2.484906649788,1,0,1,0,0
"89",89,89,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2006,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,13,4,1,NA,479,0,2.56494935746154,1,0,1,0,0
"90",90,90,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2007,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,14,4,1,NA,480,0,2.63905732961526,1,0,1,0,0
"91",91,91,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2009,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,16,4,1,NA,481,0,2.77258872223978,1,0,1,0,0
"92",92,92,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2010,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,17,5,1,NA,482,0,2.83321334405622,1,0,1,0,0
"93",93,93,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2011,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,18,5,1,NA,483,0,2.89037175789616,1,0,1,0,0
"94",94,94,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2012,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,19,5,1,NA,484,0,2.94443897916644,1,0,1,0,0
"95",95,95,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2013,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,20,5,1,NA,485,0,2.99573227355399,1,0,1,0,0
"96",96,96,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2014,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",1993,21,5,1,NA,486,0,3.04452243772342,1,0,1,0,0
"97",97,97,249,"1-112","Philippines","Government of Philippines","","ASG","1119","",1,"Mindanao",2015,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"",NA,3,1,0,1,NA,0,NA,0,0,NA,NA,1,"South-Eastern Asia","Asia",1993,22,5,1,NA,487,0,3.09104245335832,1,0,1,0,0
"98",98,98,252,"1-112","Philippines","Government of Philippines","","MNLF - NM","1120","",1,"Mindanao",2001,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,0,NA,"East Asia",1,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"South-Eastern Asia","Asia",2001,0,3,0,NA,489,0,0,0,0,1,0,0
"99",99,99,252,"1-112","Philippines","Government of Philippines","","MNLF - NM","1120","",1,"Mindanao",2005,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",2001,4,4,1,NA,490,0,1.38629436111989,0,0,1,0,0
"100",100,100,252,"1-112","Philippines","Government of Philippines","","MNLF - NM","1120","",1,"Mindanao",2013,1,"840","","","","840","3",1,"1.0-2016",1,"",0,0,NA,1,0,NA,"East Asia",1,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"South-Eastern Asia","Asia",2001,12,5,1,NA,491,0,2.484906649788,0,0,1,0,0
"101",101,101,647,"1-112","Philippines","Government of Philippines","","MNLF - HM","1121","",1,"Mindanao",2007,1,"840","","","","840","3",1,"1.0-2016",1,"",1,0,0,0,0,NA,"East Asia",1,3,0,0,1,0,0,0,0,1,0,0,1,"South-Eastern Asia","Asia",2007,0,4,1,NA,1181,0,0,0,0,1,0,0
"102",102,102,834,"1-112","Philippines","Government of Philippines","","BIFM","2031","",1,"Mindanao",2012,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",2012,0,5,1,NA,1304,0,0,0,0,1,0,0
"103",103,103,834,"1-112","Philippines","Government of Philippines","","BIFM","2031","",1,"Mindanao",2013,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,0,0,0,0,0,0,0,1,"South-Eastern Asia","Asia",2012,1,5,1,NA,1305,0,0,0,0,1,0,0
"104",104,104,834,"1-112","Philippines","Government of Philippines","","BIFM","2031","",1,"Mindanao",2014,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"East Asia",1,3,1,0,1,NA,0,NA,0,0,NA,NA,1,"South-Eastern Asia","Asia",2012,2,5,1,NA,1306,0,0.693147180559945,0,0,1,0,0
"105",105,105,834,"1-112","Philippines","Government of Philippines","","BIFM","2031","",1,"Mindanao",2015,1,"840","","","","840","3",1,"1.0-2016",1,"",1,1,1,1,0,NA,"",NA,3,1,0,1,NA,0,NA,0,0,NA,NA,1,"South-Eastern Asia","Asia",2012,3,5,1,NA,1307,0,1.09861228866811,0,0,1,0,0
"106",106,106,433,"1-113","Sudan","Government of Sudan","Government of Chad","SLM/A","1316","",2,"",2003,2,"625","483","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",2003,0,3,1,NA,1032,NA,0,0,1,0,1,0
"107",107,107,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2004,2,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",2003,1,3,1,NA,1033,1,0,0,0,1,0,1
"108",108,108,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2005,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",2003,2,4,1,NA,1034,1,0.693147180559945,0,0,1,0,1
"109",109,109,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2006,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",2003,3,4,1,NA,1035,1,1.09861228866811,0,0,1,0,1
"110",110,110,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2008,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2003,5,4,1,NA,1036,1,1.6094379124341,0,0,1,0,0
"111",111,111,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2009,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2003,6,4,1,NA,1037,0,1.79175946922805,0,0,1,0,0
"112",112,112,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2010,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2003,7,5,1,NA,1038,0,1.94591014905531,0,0,1,0,0
"113",113,113,433,"1-113","Sudan","Government of Sudan","","SLM/A","1316","",2,"",2011,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2003,8,5,1,NA,1039,0,2.07944154167984,0,0,1,0,0
"114",114,114,434,"1-113","Sudan","Government of Sudan","Government of Chad","JEM","1315","",2,"",2003,1,"625","483","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Northern Africa","Africa",2003,0,3,1,NA,1040,0,0,0,1,0,0,0
"115",115,115,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2004,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2003,1,3,1,NA,1041,0,0,0,0,1,0,1
"116",116,116,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2007,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2003,4,4,1,NA,1042,1,1.38629436111989,0,0,1,0,1
"117",117,117,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2008,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Northern Africa","Africa",2003,5,4,1,NA,1043,1,1.6094379124341,0,0,1,0,0
"118",118,118,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2009,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2003,6,4,1,NA,1044,0,1.79175946922805,0,0,1,0,1
"119",119,119,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2010,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2003,7,5,1,NA,1045,1,1.94591014905531,0,0,1,0,1
"120",120,120,434,"1-113","Sudan","Government of Sudan","","JEM","1315","",2,"",2011,1,"625","","","","625","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Northern Africa","Africa",2003,8,5,1,NA,1046,1,2.07944154167984,0,0,1,0,0
"121",121,121,630,"1-113","Sudan","Government of Sudan","","NRF","1317","",2,"",2006,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2006,0,4,1,NA,1121,0,0,0,0,1,0,0
"122",122,122,631,"1-113","Sudan","Government of Sudan","","SLM/A - MM","1318","",2,"",2006,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",2006,0,4,1,NA,1122,0,0,0,0,1,0,1
"123",123,123,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1989,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,6,1,0,NA,1145,1,1.79175946922805,0,0,1,0,1
"124",124,124,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1990,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,7,1,0,NA,1146,1,1.94591014905531,0,0,1,0,1
"125",125,125,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1991,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",1983,8,1,0,NA,1147,1,2.07944154167984,0,0,1,0,0
"126",126,126,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1992,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,9,1,0,NA,1148,0,2.19722457733622,0,0,1,0,1
"127",127,127,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1993,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,10,1,0,NA,1149,1,2.30258509299405,0,0,1,0,1
"128",128,128,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1994,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,11,1,0,NA,1150,1,2.39789527279837,0,0,1,0,1
"129",129,129,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1995,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,12,2,0,NA,1151,1,2.484906649788,0,0,1,0,1
"130",130,130,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1996,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",1983,13,2,0,NA,1152,1,2.56494935746154,0,0,1,0,0
"131",131,131,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1997,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,14,2,0,NA,1153,0,2.63905732961526,0,0,1,0,1
"132",132,132,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1998,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,15,2,0,NA,1154,1,2.70805020110221,0,0,1,0,1
"133",133,133,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",1999,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,16,2,0,NA,1155,1,2.77258872223978,0,0,1,0,1
"134",134,134,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",2000,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,17,3,0,NA,1156,1,2.83321334405622,0,0,1,0,1
"135",135,135,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",2001,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,18,3,0,NA,1157,1,2.89037175789616,0,0,1,0,1
"136",136,136,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",2002,2,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,19,3,1,NA,1158,1,2.94443897916644,0,0,1,0,1
"137",137,137,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",2003,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,20,3,1,NA,1159,1,2.99573227355399,0,0,1,0,1
"138",138,138,641,"1-113","Sudan","Government of Sudan","","SPLM/A","1312","",2,"",2004,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1983,21,3,1,NA,1160,1,3.04452243772342,0,0,1,0,1
"139",139,139,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",1996,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",1996,0,2,0,NA,1172,1,0,0,0,1,0,0
"140",140,140,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",1997,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",1996,1,2,0,NA,1173,0,0,0,0,1,0,0
"141",141,141,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",1998,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",1996,2,2,0,NA,1174,0,0.693147180559945,0,0,1,0,0
"142",142,142,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",1999,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1996,3,2,0,NA,1175,0,1.09861228866811,0,0,1,0,1
"143",143,143,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",2000,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1996,4,3,0,NA,1176,1,1.38629436111989,0,0,1,0,1
"144",144,144,645,"1-113","Sudan","Government of Sudan","","NDA","1314","",2,"",2001,1,"625","","","","625","4",NA,"1.0-2016",1,"",1,1,0,0,1,NA,"Northern Africa",NA,6,1,1,1,1,0,0,1,0,0,0,1,"Northern Africa","Africa",1996,5,3,0,NA,1177,1,1.6094379124341,0,0,1,0,1
"145",145,145,648,"1-113","Sudan","Government of Sudan","","SLM/A-Unity","1319","",2,"",2007,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2007,0,4,1,NA,1182,1,0,0,0,1,0,0
"146",146,146,648,"1-113","Sudan","Government of Sudan","","SLM/A-Unity","1319","",2,"",2008,1,"625","","","","625","4",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Northern Africa",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Northern Africa","Africa",2007,1,4,1,NA,1183,0,0,0,0,1,0,0
"147",147,147,808,"1-113","Sudan","Government of Sudan","","SSDM/A","1993","",2,"",2011,1,"625","","","","625","4",NA,"1.0-2016",1,"SSDM/A och SSLM/A _r bŒda Sydsudanesiska och d_rmed framf_rallt kristna grupper. N_r de slŒss pŒ den Sudanesiska regeringen sŒ _r det d_rmem kristna rebeller mot muslimsk regering. Dock n_r Sydsudan blir sj_lvst_ndig sŒ slŒss de mot den Sydsudanesiska regeringen som _r kristen. SLPM/A-north _r framf_rallt muslimskt och d_rmed inte olika religioner.",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2010,1,5,1,NA,1270,0,0,0,0,1,0,1
"148",148,148,808,"1-113","Sudan","Government of Sudan","","SSDM/A","1993","",2,"",2010,1,"625","","","","625","4",NA,"1.0-2016",1,"SSDM/A och SSLM/A _r bŒda Sydsudanesiska och d_rmed framf_rallt kristna grupper. N_r de slŒss pŒ den Sudanesiska regeringen sŒ _r det d_rmem kristna rebeller mot muslimsk regering. Dock n_r Sydsudan blir sj_lvst_ndig sŒ slŒss de mot den Sydsudanesiska regeringen som _r kristen. SLPM/A-north _r framf_rallt muslimskt och d_rmed inte olika religioner.",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Northern Africa","Africa",2010,0,5,1,NA,1271,1,0,0,0,1,0,0
"149",149,149,812,"1-113","Sudan","Government of Sudan","","SPLM/A-North","2008","",2,"",2011,1,"625","","","","625","4",NA,"1.0-2016",0,"SLPM/A-north _r framf_rallt muslimskt och d_rmed inte olika religioner.",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2011,0,5,1,NA,1275,0,0,0,0,1,0,1
